x,y,z
265,3,1
159,86,234
28,245,12
273,231,712
45,14,12
181,166,1
4,266,272
48,96,90
153,49,62
59,149,867
174,94,1
298,122,1
204,168,154
52,50,157
210,278,7
155,122,11
64,186,327
131,112,0
280,277,30
101,0,290
135,283,1
7,183,11
255,274,12
209,65,1
299,20,3
269,54,241
253,87,2
87,63,71
126,95,67
280,292,11
270,259,5
157,58,1
166,8,4
238,54,3
267,144,2
13,27,173
235,230,1
161,74,5
262,133,1
67,134,38
256,169,353
69,97,126
205,55,1
29,147,151
114,262,14
178,138,59
139,91,1
71,56,0
2,261,4
157,56,12
148,123,9
179,113,1
145,32,1
54,217,154
84,251,59
4,134,8
11,259,333
137,106,210
52,223,1
2,262,7
85,19,1
239,15,274
173,92,1
25,204,152
49,221,344
193,48,1
91,271,222
250,107,1
90,9,155
232,137,72
36,69,8
270,40,9
197,296,1
79,143,24
94,20,892
214,154,330
149,151,995
104,239,235
26,88,181
278,77,66
240,269,15
38,45,137
155,159,1
124,191,386
270,197,10
227,226,289
71,39,1
276,221,13
106,254,48
276,147,5
174,121,10
264,5,1
289,92,1
10,282,254
103,208,161
166,128,1
282,55,2
186,96,114
138,190,7
2,146,67
279,168,127
100,35,1
72,221,112
155,254,45
24,270,64
258,114,171
111,35,207
246,262,6
282,293,1
116,43,1
72,90,7
118,13,4
151,283,1
53,193,6
249,269,396
67,168,380
67,152,1
123,160,1
94,93,146
134,6,391
62,3,200
229,204,102
10,22,352
283,54,1
133,207,245
112,162,161
73,152,8
5,151,1
197,13,1
169,64,8
257,266,240
85,262,7
207,49,168
236,145,1
52,45,9
247,59,10
213,201,1
230,273,1
89,242,979
8,155,4
50,33,29
39,62,160
176,296,198
269,121,150
290,146,1
99,204,114
263,268,2
143,211,1
45,240,51
236,289,9
158,257,3
202,71,10
67,30,10
148,284,5
75,199,148
288,62,1
193,272,3
126,1,1
297,293,118
53,1,1
155,211,12
120,182,1
266,239,1
192,7,257
87,2,1
171,139,252
249,152,115
53,111,109
36,191,0
260,154,3
82,167,1
231,243,15
92,292,157
153,16,1
9,191,127
181,269,177
141,141,235
123,36,1
123,71,1
294,124,10
252,33,1
243,117,1
167,54,0
73,279,1
41,35,35
129,79,249
99,200,192
218,118,166
87,294,338
60,204,148
40,235,8
34,237,124
139,237,7
82,22,11
193,104,189
83,221,163
191,24,333
128,33,1
31,225,371
111,48,1
170,112,53
97,145,1
220,131,51
6,34,1
249,264,1
44,261,593
247,116,14
93,29,2
61,89,14
266,174,1
133,9,115
176,24,302
52,41,955
225,57,2
145,50,1
275,112,1
218,173,1
15,282,143
297,73,68
55,101,1
207,117,150
273,113,1
261,90,348
10,200,4
26,135,1
171,268,1
227,278,182
235,49,9
96,234,305
7,101,13
1,95,293
45,225,51
0,165,9
123,35,293
246,92,1
109,2,218
183,5,6
293,47,147
275,80,1
169,86,289
162,53,332
275,53,259
37,77,10
30,122,73
155,251,27
179,2,247
130,218,12
124,103,45
125,119,140
273,47,1
272,266,337
155,292,12
124,136,1
0,216,15
154,227,348
131,90,1
77,219,1
196,198,1
140,235,125
67,218,1
139,22,31
138,191,838
241,19,174
283,95,74
214,261,139
174,50,261
29,57,203
265,193,207
211,31,229
156,293,200
15,149,1
18,279,185
270,152,52
27,206,3
104,185,1
130,18,4
186,282,3
54,79,1
1,109,12
123,280,1
11,44,67
274,148,19
241,104,63
194,65,177
299,119,240
86,55,1
15,256,220
265,130,12
72,136,1
206,9,2
104,81,824
196,23,125
96,68,65
133,218,5
27,263,15
281,110,5
47,203,239
285,73,225
198,289,106
218,212,60
170,181,1
98,178,1
244,117,1
192,235,12
2,269,189
52,93,215
226,84,87
200,252,1
291,118,1
36,85,7
271,203,142
62,263,756
160,180,86
261,237,5
206,63,146
250,192,206
234,74,1
268,231,1
214,86,1
247,35,110
202,226,1
293,95,144
157,51,200
280,47,1
95,253,162
214,160,9
95,144,1
111,93,336
243,76,1170
250,145,9
299,188,3
221,75,27
185,24,109
150,57,188
239,290,270
55,171,1
22,129,2
162,9,7
122,52,1
297,52,226
104,298,212
2,49,174
46,285,221
225,17,195
102,47,128
192,176,237
292,101,43
144,101,1
180,159,216
0,96,148
7,286,56
19,242,1
275,241,1
84,3,319
51,32,1
123,243,1
228,112,1
32,95,205
186,218,1
204,40,1
288,167,1
245,174,177
191,108,1
161,210,9
261,266,330
25,203,15
130,70,1
298,23,38
109,177,1
88,281,52
124,30,1
71,108,1
131,234,3
252,260,123
31,175,1
199,296,1
294,139,0
57,130,257
96,98,198
261,178,1
185,215,165
211,266,80
46,241,1
209,283,149
131,31,224
266,52,1
136,183,105
221,116,1
275,78,231
86,178,4
232,135,148
264,252,135
169,39,106
42,142,39
42,118,1
171,9,1
121,184,3
198,288,8
279,26,1
120,173,1
46,298,14
171,278,192
107,139,177
194,249,312
253,225,134
68,100,73
145,21,101
231,107,14
84,297,301
221,131,1
49,86,492
298,5,346
206,278,8
258,80,3
172,136,1
265,42,204
264,11,15
149,214,1
275,292,171
144,132,1
126,40,100
138,67,1
49,190,42
96,251,87
105,34,82
44,37,167
66,29,220
263,158,47
145,14,9
170,207,1
288,213,6
160,271,1
62,31,233
176,267,1
153,132,1
280,178,8
73,14,58
275,73,0
79,98,1240
60,111,1
10,8,114
47,59,40
64,85,0
234,44,231
197,261,1
54,32,8
212,172,1
44,223,267
18,229,322
95,52,3
277,129,9
112,82,176
35,50,58
196,148,1
295,54,1
33,262,57
22,37,2
77,252,207
188,119,5
84,79,61
251,200,1
27,102,71
245,284,1
274,29,4
238,1,3
235,288,64
17,68,9
235,253,1
58,245,41
266,16,9
63,96,5
35,115,197
55,73,5
287,229,1
145,131,11
179,168,13
89,95,1
30,35,15
129,168,1
57,123,1
5,275,200
39,196,1
92,227,0
2,202,1092
53,67,96
38,85,177
276,155,1
60,120,90
284,171,1
132,105,394
140,108,1
152,123,1
230,161,1
71,219,251
190,25,231
230,166,114
287,107,1
292,10,2
138,166,23
192,68,1
106,234,16
121,168,1
85,212,7
275,15,8
59,289,13
25,191,1
247,288,1
180,20,57
149,170,1
105,107,114
42,154,382
212,78,111
181,237,9
278,160,577
265,122,13
79,228,243
44,3,1
284,28,3
56,37,339
213,222,1
82,159,14
133,55,1
102,68,11
43,299,1
81,42,352
213,296,20
56,213,309
280,1,131
50,242,1
80,234,11
56,113,4
84,117,1
181,268,190
90,127,14
64,115,44
293,5,1
142,232,1
36,159,206
284,197,1
80,259,1
33,115,7
234,100,213
178,297,1
133,40,357
159,228,167
215,210,1
132,2,0
20,187,10
269,296,390
215,295,5
269,272,1
218,23,1
5,87,1
144,52,1
274,285,1
23,125,117
278,22,1
196,95,160
62,164,1
90,72,194
109,61,8
174,86,258
135,53,1
10,125,223
38,44,110
232,115,28
246,210,290
188,250,12
174,66,126
36,250,391
237,223,1
247,42,1
281,215,1198
169,264,236
250,43,212
104,185,6
22,26,54
123,30,1
187,115,6
280,253,13
290,25,1
237,130,94
261,179,1
274,288,1
241,91,393
126,240,10
296,279,1
294,99,90
130,215,3
16,166,7
94,51,25
104,148,1
185,173,84
0,46,233
177,132,304
30,52,336
5,23,15
292,260,3
169,178,204
261,227,1
195,180,72
163,215,1
130,195,203
10,89,1
54,96,128
124,194,1
140,81,334
251,25,228
178,139,11
185,74,1
60,214,0
19,284,8
167,77,5
277,242,1
226,56,1
261,66,89
186,288,1
47,276,0
106,153,1
201,96,1
24,27,67
21,69,1157
38,18,1
1,117,1
295,183,1
81,282,104
221,208,29
120,119,4
113,151,1
112,37,1
281,72,1
228,243,1
184,44,208
53,165,128
62,171,315
260,239,332
59,86,225
49,62,111
252,33,15
90,101,263
106,94,1
166,187,1
98,54,12
58,195,1
95,235,258
86,225,333
141,265,1
252,151,221
73,15,183
192,189,2
214,42,211
33,131,26
181,242,9
121,8,71
39,252,65
30,200,191
149,225,244
157,56,468
254,12,196
238,2,91
152,267,1
16,97,148
158,208,388
17,85,117
63,174,2
50,73,34
112,37,129
47,98,12
72,27,5
229,283,9
89,140,299
75,191,239
278,68,3
244,37,1
49,93,70
222,277,13
25,58,15
200,250,7
26,127,0
273,148,10
253,54,1
107,280,209
149,193,1
145,113,1
47,58,1
6,293,872
297,142,0
75,285,7
189,231,22
210,66,180
211,245,463
142,246,1
268,86,84
178,225,1
147,248,241
188,183,319
93,122,198
286,240,1
135,105,0
169,43,377
148,61,95
51,258,7
199,52,1
218,20,147
252,285,171
198,82,122
243,128,1
133,11,15
164,293,10
75,206,221
187,229,125
163,240,149
123,13,1
38,88,1043
165,199,9
125,120,61
278,261,283
176,187,7
199,102,1
33,247,9
8,15,380
88,215,252
173,72,1
245,154,8
217,54,1
284,42,1
181,58,16
20,266,140
258,57,276
231,198,4
281,85,76
154,56,1
115,27,7
109,125,10
232,175,1
278,45,255
276,70,75
113,27,7
265,214,1
156,53,1
79,261,1
27,263,189
255,161,264
222,174,2
252,68,13
177,143,3
176,33,1
132,89,1
184,246,1
27,285,1034
127,108,1
262,164,15
158,232,0
88,167,1
68,101,8
38,293,177
181,34,242
94,39,109
298,212,98
128,267,1
67,56,1
160,151,11
78,221,91
269,5,14
156,161,1
262,161,11
252,202,82
233,100,257
71,36,12
146,80,148
24,131,157
242,10,233
154,189,9
39,249,15
228,279,1
155,28,1
259,253,1
190,176,1
79,173,5
178,171,155
66,138,221
55,260,11
296,191,47
282,299,106
41,144,175
245,4,1
102,69,13
285,186,73
75,117,4
213,105,127
180,45,11
77,156,8
169,106,1
248,101,1
39,250,118
94,38,25
139,276,165
196,102,380
16,254,3
80,243,476
167,129,219
182,14,13
18,137,2
266,169,1
111,278,1
215,9,1
204,145,58
110,149,41
78,298,177
169,44,15
15,227,1
14,128,6
13,69,199
149,265,2
130,51,161
157,209,13
279,45,1086
26,296,1
187,268,10
275,37,195
18,24,1
135,41,146
201,185,351
92,85,1
260,44,337
98,155,8
64,4,242
223,12,1
149,121,179
103,147,3
138,118,1
2,201,129
27,154,99
175,189,1
5,91,358
141,265,349
141,253,5
263,74,202
273,286,1
111,207,1
85,240,3
145,243,12
41,118,53
284,157,6
261,93,1
140,162,216
228,273,1
246,260,144
267,70,303
133,124,81
142,288,216
139,250,186
170,276,8
191,234,294
133,185,6
62,106,218
87,220,217
129,287,6
191,112,158
227,108,163
212,33,1
115,190,188
23,194,1
26,184,9
161,283,1
67,187,1
229,132,142
106,109,223
156,50,51
76,159,5
151,90,92
156,237,1
72,173,82
17,118,7
42,243,225
133,264,302
199,287,206
100,1,1
202,9,216
143,240,219
119,138,51
54,275,84
68,136,1
141,283,60
156,188,316
97,260,115
29,201,72
186,220,134
156,150,8
269,119,15
144,46,1
43,277,67
222,213,838
78,128,392
13,143,6
175,14,1
69,223,10
198,161,14
219,192,9
8,230,154
190,131,8
129,254,46
89,234,0
279,14,1
4,226,204
47,225,1
27,273,5
282,224,1
292,12,378
189,235,70
74,270,1
213,93,8
238,130,8
232,173,304
282,166,233
3,286,1
164,221,99
14,123,1
123,140,1
105,226,7
225,166,1
78,97,84
275,111,1
36,100,197
200,260,6
24,251,161
292,56,4
21,293,152
118,14,1
219,278,12
251,228,144
147,64,11
295,248,14
127,226,1
52,59,186
285,110,3
173,225,1
113,116,1
216,97,12
119,220,349
173,131,4
90,270,252
130,189,260
267,281,237
268,18,183
256,268,148
296,245,4
129,25,125
193,193,73
112,110,1171
148,129,12
278,207,93
158,96,29
109,5,55
11,13,12
289,149,14
218,93,168
56,96,112
61,219,1
100,19,1
234,128,16
226,252,5
1,131,1
33,120,6
163,18,1
47,0,84
62,94,12
51,20,312
284,51,281
152,247,240
72,182,16
122,171,232
192,168,5
297,253,4
52,58,1
149,176,158
233,91,10
8,259,160
167,288,1
214,293,1
164,205,59
180,58,153
88,44,26
122,133,1208
107,128,1
76,49,151
269,6,243
109,295,14
254,36,1
28,31,109
182,89,9
135,49,245
45,256,1070
182,177,1
13,157,15
136,282,1
0,276,12
272,20,1
168,170,104
30,278,1
74,154,1
266,7,1
178,61,1
267,284,305
85,62,235
270,175,1
49,98,56
167,47,63
127,70,1
272,133,217
32,142,120
9,185,9
296,116,1
271,71,163
119,22,1
75,50,303
43,14,3
20,107,1
49,33,1
257,59,165
136,196,93
93,26,63
175,4,150
87,292,1
221,94,5
47,271,3
170,3,10
78,53,202
5,112,44
77,84,15
198,17,301
278,55,1
235,159,166
171,64,158
238,139,197
241,62,1
299,127,49
248,152,1
223,56,231
76,281,0
120,216,11
219,206,1
206,234,97
180,40,1
79,278,1
57,173,10
172,79,9
50,41,1
11,95,1
47,244,338
110,136,65
152,71,1
51,189,7
82,163,5
137,237,10
21,230,19
235,62,15
138,238,12
113,285,165
65,115,14
188,69,1
218,189,144
204,59,1
23,76,1
145,256,40
106,36,1
285,63,8
120,241,171
86,157,15
151,259,1
131,100,97
65,8,70
116,136,70
152,260,84
220,214,2
194,204,1
162,201,7
124,36,687
21,147,216
135,165,378
229,80,315
35,293,138
99,177,332
126,143,1
199,10,3
113,119,122
9,228,71
2,17,235
253,274,1
292,165,6
86,102,212
157,269,3
155,48,9
91,282,348
152,75,316
110,280,65
291,1,277
249,9,144
90,116,10
253,98,13
5,84,681
7,153,1
55,124,119
169,77,173
164,8,2
73,297,7
104,101,1
116,32,1
20,69,1
104,263,1
220,4,1
62,62,1
36,249,302
6,105,1
132,245,1
42,34,1
44,145,284
129,184,101
233,229,1
29,129,13
61,117,1
264,173,81
7,4,140
230,94,1
2,226,158
63,174,12
299,141,56
170,201,1
34,251,1
216,127,103
172,97,352
38,80,1
249,111,1
144,17,1
68,243,7
53,150,1
141,26,1
177,132,11
56,253,142
170,30,15
171,118,55
92,172,6
157,188,188
175,237,0
293,174,1
194,250,13
1,14,73
231,127,1
211,274,374
236,82,790
28,175,15
153,91,166
201,123,160
82,243,2
149,93,213
61,226,56
28,271,110
212,2,11
62,34,14
290,223,319
275,199,6
1,107,144
295,285,1
123,144,184
125,99,200
51,189,13
230,235,4
46,133,2
248,152,15
279,287,163
261,126,1
115,283,1
40,207,144
140,244,1
167,282,27
127,177,15
179,225,1
46,216,6
127,55,7
217,120,13
44,0,249
160,103,1
17,264,6
36,47,225
64,48,1
104,228,14
146,241,216
279,229,379
28,267,1
133,126,1
157,147,7
246,267,13
19,194,330
132,115,1
241,126,1
10,91,2
85,200,11
98,38,40
218,94,363
194,232,38
72,95,902
220,276,143
69,150,113
70,19,1
278,41,211
272,210,12
237,81,362
32,227,191
281,253,4
231,70,11
101,59,13
232,8,1004
215,290,142
75,283,11
222,70,1
233,78,142
116,197,348
270,60,309
269,273,3
220,30,170
75,276,1
121,70,15
114,252,128
55,283,5
74,127,6
161,84,99
291,249,56
113,55,201
177,246,236
280,112,9
41,245,142
37,210,1
177,196,6
270,87,145
289,5,5
152,152,0
152,106,210
246,72,168
110,43,382
11,194,0
255,252,274
35,215,217
113,97,328
113,130,1
178,114,15
46,19,60
15,178,221
48,197,0
120,150,158
97,237,1
260,116,154
79,240,60
21,161,252
255,70,3
50,261,194
203,162,1
143,91,71
22,70,129
229,12,9
191,216,216
13,198,66
290,274,1
121,132,365
142,241,1
202,86,15
80,80,11
222,157,1
287,133,152
148,280,100
226,99,0
247,216,187
77,230,5
22,127,102
276,102,79
266,61,180
192,144,430
289,187,4
182,22,7
34,62,680
151,113,324
245,76,1
22,202,7
197,271,7
124,6,7
48,91,1
169,260,94
96,278,1
155,287,1075
98,208,131
291,17,15
106,277,1
276,166,168
219,265,95
18,165,377
66,160,1
207,75,29
250,87,974
202,19,0
278,204,1
115,101,11
17,237,3
297,164,15
286,132,145
179,296,2
277,199,31
97,231,165
60,246,182
219,58,11
215,202,187
216,269,72
167,149,1
283,189,89
245,24,4
277,124,0
250,295,182
144,156,32
227,122,8
281,220,135
243,141,1
99,233,287
8,207,1
177,50,99
104,99,1
49,114,1
282,137,224
195,48,82
207,23,30
59,214,33
68,161,102
195,242,9
109,126,68
36,217,235
243,163,5
275,273,4
164,97,1211
138,119,243
155,277,154
26,153,216
96,108,5
254,51,212
133,88,6
52,297,336
228,152,9
34,180,144
195,181,1
188,258,226
79,214,156
284,37,60
215,34,84
296,224,1
197,142,124
245,159,1
202,59,1
224,206,1
63,147,1
283,51,371
231,217,386
180,135,15
72,108,1
57,216,1
126,108,1
156,158,4
108,137,147
40,117,133
119,258,12
93,294,10
71,212,7
200,44,85
67,258,1
71,195,399
237,280,611
248,86,184
40,145,1
121,270,12
291,242,2
50,188,994
4,189,1
87,9,197
0,218,163
191,178,62
92,294,193
70,272,1
270,65,161
0,170,1
82,6,375
231,89,12
162,182,8
184,101,6
115,266,1
292,4,1
50,65,8
59,173,219
169,298,3
259,75,495
34,182,14
58,56,10
286,195,12
89,27,208
17,265,12
175,283,1
49,247,1
250,101,14
118,274,106
161,184,1
208,282,4
261,0,165
74,295,5
67,275,245
132,261,1
194,287,88
197,83,108
50,241,8
94,118,13
194,221,1
169,192,49
54,242,185
169,204,168
69,81,10
224,199,1
47,272,1
124,92,10
188,198,1
279,257,327
135,286,1
82,77,212
283,49,1
207,259,1
153,255,387
294,128,1
164,178,120
184,112,4
164,140,12
235,82,1
67,245,228
248,244,138
179,213,11
119,25,1239
152,156,1
47,280,157
8,158,89
185,78,25
8,60,10
247,117,3
5,83,33
266,260,1194
31,234,1
218,230,11
41,8,142
54,124,148
290,260,21
15,74,215
287,125,812
22,216,99
73,160,1
277,263,2
161,228,2
115,103,1
79,255,41
0,273,51
88,135,1
159,169,1
208,241,226
153,89,1
110,67,16
107,293,192
106,222,13
85,229,777
241,72,4
20,84,89
125,6,672
15,99,884
188,55,14
103,148,249
40,186,1
87,92,292
95,156,311
55,121,10
197,229,221
94,116,13
64,211,121
7,132,46
199,1,200
173,32,93
79,30,0
210,231,1
124,102,143
202,118,1051
47,62,185
87,180,10
241,0,52
150,140,222
29,103,1
0,272,80
133,249,4
94,172,1
117,258,1
64,228,12
162,198,55
39,267,1
38,169,13
117,234,8
221,180,1
109,65,80
210,240,111
164,172,308
270,24,3
47,171,133
235,167,1
23,160,12
125,109,893
12,232,74
186,176,212
276,296,361
178,141,381
190,215,324
86,189,10
29,220,1
183,184,65
32,89,9
286,135,13
259,195,6
230,28,4
2,79,48
49,16,227
16,262,295
6,230,1
52,299,176
157,45,162
193,131,1
110,91,254
144,252,387
144,1,15
276,89,217
219,111,1
45,12,135
220,257,112
20,30,14
42,102,9
65,133,978
255,173,106
75,128,212
135,238,178
187,105,241
269,185,959
255,22,10
24,76,88
208,12,9
9,289,1
39,163,45
198,228,1
268,213,260
190,65,166
156,109,138
216,112,1
147,197,145
62,60,88
49,252,95
6,273,1
116,120,12
19,96,214
269,27,190
222,168,36
195,11,241
225,8,134
217,182,160
211,280,1
93,41,3
34,195,114
188,220,1
184,80,123
285,126,82
247,213,6
295,152,176
152,40,240
270,241,13
91,93,12
143,153,0
198,15,16
177,288,160
43,160,7
30,232,282
256,270,15
26,24,235
164,174,255
199,55,566
29,166,8
168,163,51
179,125,1
117,280,326
179,145,5
176,226,1
167,80,1217
283,217,52
206,246,177
198,58,1
208,67,7
284,53,91
12,176,151
40,21,5
181,34,493
159,52,12
106,74,270
120,243,7
11,53,171
254,50,1
225,92,1
220,227,13
8,224,1
273,221,236
212,226,3
75,216,142
199,47,341
252,94,1
128,62,177
38,270,8
123,143,1
34,68,390
26,272,41
94,218,356
269,214,149
30,167,7
124,204,202
97,75,20
233,5,1
183,23,14
10,233,209
225,104,102
108,277,1
114,68,194
173,141,1
8,221,9
225,9,181
217,281,61
111,159,159
227,136,227
90,199,220
92,111,7
231,158,204
256,182,236
228,191,1
267,99,84
144,172,4
149,171,1
247,276,275
232,135,127
4,111,15
41,18,1
260,25,1
242,154,63
211,147,3
168,271,0
50,269,240
155,195,1
47,50,8
102,3,1
154,45,59
80,168,244
149,279,171
120,275,8
179,175,2
105,291,213
204,178,11
100,136,79
136,177,1
6,120,391
125,212,7
208,277,230
243,129,318
72,186,14
204,46,337
41,152,119
128,288,118
224,157,13
198,175,1
40,270,156
86,143,47
147,216,237
20,157,1
255,85,1
4,67,8
130,189,340
181,259,6
197,108,1
27,286,248
216,214,324
92,28,1
76,202,13
130,155,4
272,39,7
203,161,1
0,23,37
8,24,15
34,134,1
97,138,14
48,126,241
118,245,62
209,136,157
90,76,10
229,271,1
161,109,0
263,19,114
194,34,14
54,191,132
133,287,9
83,200,13
17,47,1
39,40,1
109,52,396
242,195,248
182,47,159
19,87,1
53,98,1
43,282,1
149,152,14
282,84,297
147,12,195
258,142,2
222,131,63
175,182,5
291,114,8
83,23,111
102,288,1
118,90,234
9,148,1
64,6,39
54,33,198
134,141,210
154,131,147
283,93,5
236,251,5
31,182,1
102,8,1140
263,59,26
63,233,167
225,176,1247
169,51,10
259,207,355
159,261,243
20,87,238
221,233,583
195,4,1
184,10,1
90,227,105
27,199,1
85,13,126
265,51,9
233,200,115
10,149,56
39,85,1
175,17,26
49,244,44
217,56,1
151,164,1
231,296,171
199,213,93
126,99,254
189,187,1
134,85,13
294,203,2
170,45,14
229,148,160
288,219,220
64,0,1
100,278,320
96,162,14
283,196,328
204,257,1
96,231,7
193,245,1
11,138,1233
109,140,128
166,135,15
77,98,71
189,112,14
265,135,164
208,160,1
150,288,6
205,71,1
127,71,54
259,83,379
17,106,243
148,194,7
120,269,285
221,130,10
210,182,5
181,42,8
284,3,1
224,133,9
30,155,82
36,298,111
19,150,239
202,193,125
244,281,3
152,214,245
156,82,349
40,137,4
73,256,337
12,23,5
219,272,4
11,198,1
216,151,223
157,185,15
295,186,91
113,96,334
68,85,11
246,237,232
189,68,143
34,112,112
131,295,280
122,155,266
50,192,1
281,53,1137
240,225,273
69,222,1
142,73,1
271,109,107
4,40,229
96,216,132
270,28,44
193,93,232
288,266,5
254,155,330
82,292,1
109,230,1
64,189,6
178,216,185
38,203,2
279,63,1
71,256,1
98,229,250
172,187,1
95,107,1
134,83,1
206,260,58
35,262,1
296,69,238
280,125,1
20,222,44
161,95,4
20,281,12
257,183,1
176,31,307
196,86,81
256,120,148
272,21,11
27,217,269
262,181,224
216,182,0
208,115,230
141,167,1
208,231,1
142,102,7
146,262,1
42,253,769
188,276,13
174,180,78
73,175,1
184,271,9
270,205,66
260,21,1
67,70,282
282,275,28
46,247,1
130,93,1
77,203,273
69,158,178
294,5,3
183,190,1
242,70,60
137,286,1
202,13,1
216,86,69
60,167,265
177,120,6
67,200,247
256,149,113
230,65,135
39,156,1
289,233,7
182,131,7
25,100,62
298,194,1
265,199,110
51,290,216
72,239,4
152,29,2
9,192,9
140,294,1
115,206,1
165,222,8
120,285,212
296,25,185
174,252,1
115,123,244
213,33,219
31,124,136
188,116,9
182,89,28
225,102,230
6,42,285
246,99,125
9,86,329
228,137,48
103,76,138
254,48,129
23,161,195
213,214,7
240,219,178
180,113,489
139,46,1
184,199,13
40,55,36
17,6,14
39,220,15
253,18,4
248,163,1
228,237,51
76,67,236
14,133,172
9,229,1
151,239,1
283,193,39
260,16,48
90,79,1
11,27,137
107,74,122
209,21,1
234,28,1
87,160,149
208,158,15
216,287,13
283,163,244
34,152,136
257,36,161
133,142,352
110,32,1
46,122,8
65,83,1
180,298,3
257,113,13
251,12,6
125,276,1
216,80,1
65,110,1
30,163,228
249,288,34
63,17,1
284,230,300
290,187,2
144,36,237
64,70,1
146,285,217
81,239,1
181,248,228
37,262,39
210,211,5
287,113,1
28,222,190
111,75,1
258,27,106
211,83,1
218,5,12
71,223,1
257,23,10
231,143,216
111,76,1
210,7,21
117,282,43
117,71,134
137,295,83
145,42,1
298,57,976
22,74,1
121,22,1
273,169,12
29,27,1
89,299,1063
220,184,274
180,28,89
198,3,203
235,194,146
206,191,140
120,265,36
240,185,139
249,275,6
204,245,4
273,69,340
23,274,1
217,93,1
88,232,10
155,2,863
96,174,68
257,205,1
2,251,156
191,40,332
123,18,2
242,162,1070
211,132,1
299,207,1
28,180,7
267,202,9
71,276,39
291,154,0
39,174,13
120,240,102
112,68,777
87,258,72
214,259,12
106,30,53
101,190,96
144,299,385
214,11,4
85,42,193
55,206,7
7,101,227
174,98,7
284,107,1
44,291,344
224,122,1
145,239,15
295,63,115
264,86,174
39,31,1
119,251,1
134,77,1
76,60,56
135,236,12
31,17,243
88,248,1
18,22,34
21,133,204
53,258,11
103,19,115
190,266,836
225,237,204
49,279,85
33,110,13
235,60,1
226,145,323
60,38,227
136,271,2
53,155,11
88,61,141
79,242,1
93,122,247
11,62,1
94,107,950
172,287,14
67,137,292
11,13,80
295,94,243
124,200,1
60,283,3
11,227,10
260,87,14
255,165,8
52,231,9
291,224,947
216,56,117
179,53,92
118,32,24
37,78,331
27,239,1
271,272,320
91,96,35
80,69,6
248,170,1
60,200,1
41,21,205
93,10,241
123,208,230
225,169,82
36,137,233
164,95,47
224,267,381
120,137,1200
182,57,15
64,219,6
45,53,85
175,59,255
130,120,1
141,57,1
5,143,179
228,283,30
1,231,334
238,140,1
249,39,1
220,60,1
294,298,1104
185,201,1
295,265,105
291,117,10
207,86,200
249,49,28
48,25,1
271,194,1
105,195,353
13,240,3
231,277,1
14,39,8
114,127,108
17,63,32
47,112,192
290,101,1
39,22,1
138,37,5
3,257,245
181,286,1
294,79,7
161,69,11
151,121,319
188,72,1
230,158,1
108,69,181
59,238,1
113,180,1
184,45,1
44,255,2
107,251,169
295,113,139
17,140,1
211,69,0
114,96,350
186,209,1
13,91,1
26,53,118
142,207,1
244,299,223
185,298,6
52,26,15
229,136,15
164,163,1
214,225,30
24,180,211
65,240,1
35,255,244
109,10,4
213,289,11
148,4,323
83,59,176
192,135,1
173,134,1
220,65,1
22,283,2
66,100,9
127,84,395
275,277,161
163,99,222
39,286,10
37,111,1
58,225,8
143,21,260
70,191,1
108,269,1
175,219,49
105,39,1
216,230,93
110,122,1
189,84,374
2,222,285
263,297,1
248,53,179
163,230,1
77,205,1
103,187,91
56,291,11
181,172,79
117,153,1
117,275,103
99,35,1
70,121,165
39,150,31
15,214,1
265,179,59
285,293,300
146,31,7
272,123,12
88,68,393
205,159,340
24,51,271
263,22,1
60,142,77
128,296,1
179,97,13
271,299,62
299,204,11
118,297,245
145,241,66
44,213,1
261,233,1
200,137,1
102,218,172
62,230,924
112,119,11
140,142,1
135,261,1
103,292,136
179,229,372
194,69,321
248,159,216
56,24,131
193,190,318
86,177,8
259,119,5
171,42,11
150,28,149
31,261,3
133,232,244
271,218,169
30,97,1
107,201,46
21,237,196
69,89,1
160,149,2
152,151,151
49,56,1
121,68,13
39,178,13
253,101,217
264,46,1
46,101,186
206,109,13
146,197,155
15,34,1
257,32,12
278,128,9
240,29,1
236,142,1
59,82,1
10,270,1
46,131,24
174,155,254
153,205,314
11,88,160
65,91,1
97,72,1
235,296,1
17,243,13
104,185,34
12,45,196
170,150,161
188,123,166
234,62,1
92,132,157
212,178,78
140,78,1
155,79,162
240,165,15
283,15,139
175,77,247
6,68,8
92,144,200
272,128,1
200,40,2
297,186,1
30,109,196
162,130,1
41,56,1
14,116,11
131,111,1
185,226,1
155,187,176
136,282,4
260,54,196
144,37,62
106,202,7
248,179,122
110,37,9
287,186,7
121,32,1
212,256,1
32,75,78
129,128,348
207,229,175
124,122,14
108,193,156
163,114,76
56,268,1
189,245,370
202,61,13
107,27,1
62,152,1
153,285,4
249,82,1
51,255,15
110,260,111
113,297,353
50,46,1
290,79,1
56,251,30
50,282,145
170,111,335
47,17,1
208,292,60
178,232,108
129,8,52
19,292,13
178,97,1183
241,137,8
2,72,1
259,288,162
148,206,10
3,156,48
294,166,12
62,9,11
144,11,1
128,70,7
262,88,13
57,244,63
180,282,351
99,115,61
263,5,18
177,236,266
233,97,1
120,193,3
243,200,249
153,194,10
245,22,338
191,65,14
258,60,207
243,214,45
158,64,198
221,167,115
20,222,9
98,72,6
161,102,303
102,136,5
